Timestamp,Email address,Name:,ID code:,Grade:,Module 1: First choice,Module 1: Second choice,Module 1: Third choice,Module 1: Fourth choice,Module 2: First choice,Module 2: Second choice,Module 2: Third choice,Module 2: Fourth choice,Module 3: First choice,Module 3: Second choice,Module 3: Third choice,Module 3: Fourth choice
07/03/2023 14:20:45,dorothy@gmail.com,Dorothy Chappell,366392590,12,Group D,Group B,Group E,Group F,Group F,Group F,Group B,Group A (Gr. 12),Group E,Group B,Group A (Gr. 12),Group F
07/03/2023 14:20:45,loretta@gmail.com,Loretta Lucero,659036603,12,Group E,Group A (Gr. 12),Group C,Group B,Group C,Group C,Group F,Group A (Gr. 12),Group A (Gr. 12),Group C,Group D,Group B
07/03/2023 14:20:45,anthony@gmail.com,Anthony Fugate,578121268,12,Group D,Group F,Group E,Group C,Group E,Group E,Group F,Group C,Group F,Group D,Group A (Gr. 12),Group E
07/03/2023 14:20:45,ralph@gmail.com,Ralph Bolin,204756910,12,Group E,Group F,Group D,Group B,Group A (Gr. 12),Group A (Gr. 12),Group D,Group F,Group D,Group C,Group F,Group B
07/03/2023 14:20:45,sandra@gmail.com,Sandra Steele,385863757,12,Group D,Group E,Group A (Gr. 12),Group F,Group D,Group D,Group B,Group A (Gr. 12),Group A (Gr. 12),Group E,Group D,Group C
07/03/2023 14:20:45,kimberly@gmail.com,Kimberly Hernandez,720613377,12,Group F,Group B,Group C,Group A (Gr. 12),Group D,Group D,Group C,Group E,Group F,Group B,Group E,Group D
07/03/2023 14:20:45,beverly@gmail.com,Beverly Scott,952711214,12,Group D,Group B,Group F,Group A (Gr. 12),Group B,Group B,Group D,Group F,Group E,Group B,Group A (Gr. 12),Group F
07/03/2023 14:20:45,jacqueline@gmail.com,Jacqueline Johnson,983428755,12,Group F,Group B,Group A (Gr. 12),Group E,Group F,Group F,Group A (Gr. 12),Group C,Group F,Group C,Group A (Gr. 12),Group D
07/03/2023 14:20:45,ronald@gmail.com,Ronald Holliday,628980085,12,Group C,Group E,Group B,Group D,Group A (Gr. 12),Group A (Gr. 12),Group B,Group D,Group E,Group C,Group F,Group D
07/03/2023 14:20:45,buena@gmail.com,Buena Gourd,619490026,12,Group A (Gr. 12),Group D,Group E,Group B,Group C,Group C,Group B,Group D,Group F,Group C,Group B,Group E
07/03/2023 14:20:45,paul@gmail.com,Paul Miller,428250955,12,Group C,Group E,Group F,Group A (Gr. 12),Group C,Group C,Group F,Group D,Group F,Group E,Group B,Group C
07/03/2023 14:20:45,charles@gmail.com,Charles Bergman,271210376,12,Group D,Group A (Gr. 12),Group B,Group F,Group F,Group F,Group C,Group D,Group C,Group D,Group E,Group F
07/03/2023 14:20:45,ann@gmail.com,Ann Littlejohn,702882581,12,Group D,Group F,Group A (Gr. 12),Group C,Group C,Group C,Group D,Group A (Gr. 12),Group C,Group F,Group B,Group E
07/03/2023 14:20:45,manuel@gmail.com,Manuel Morrison,826481285,12,Group B,Group E,Group D,Group F,Group E,Group E,Group B,Group C,Group B,Group A (Gr. 12),Group E,Group F
07/03/2023 14:20:45,michael@gmail.com,Michael Kohler,723480012,12,Group D,Group F,Group B,Group A (Gr. 12),Group D,Group D,Group E,Group B,Group A (Gr. 12),Group F,Group B,Group C
07/03/2023 14:20:45,bobby@gmail.com,Bobby Mayes,524623530,12,Group E,Group D,Group C,Group B,Group A (Gr. 12),Group A (Gr. 12),Group D,Group C,Group E,Group D,Group B,Group C
07/03/2023 14:20:45,roxanna@gmail.com,Roxanna Newell,865179961,12,Group C,Group F,Group D,Group E,Group A (Gr. 12),Group A (Gr. 12),Group C,Group F,Group D,Group C,Group E,Group F
07/03/2023 14:20:45,helene@gmail.com,Helene Schappert,229863925,12,Group A (Gr. 12),Group C,Group B,Group D,Group F,Group F,Group C,Group B,Group D,Group E,Group F,Group B
07/03/2023 14:20:45,pearline@gmail.com,Pearline Chobot,377839097,12,Group D,Group C,Group A (Gr. 12),Group E,Group D,Group D,Group A (Gr. 12),Group F,Group B,Group F,Group A (Gr. 12),Group D
07/03/2023 14:20:45,scott@gmail.com,Scott Mcclinsey,538710879,12,Group B,Group F,Group D,Group A (Gr. 12),Group F,Group F,Group A (Gr. 12),Group D,Group C,Group B,Group E,Group A (Gr. 12)
07/03/2023 14:20:45,madeline@gmail.com,Madeline White,721252859,12,Group A (Gr. 12),Group E,Group B,Group F,Group C,Group C,Group F,Group D,Group D,Group C,Group F,Group B
07/03/2023 14:20:45,charles@gmail.com,Charles Reyes,821237133,12,Group C,Group E,Group F,Group B,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group E,Group D,Group F,Group B
07/03/2023 14:20:45,elliott@gmail.com,Elliott Durham,813958702,12,Group E,Group B,Group F,Group A (Gr. 12),Group C,Group C,Group D,Group F,Group F,Group D,Group C,Group E
07/03/2023 14:20:45,ron@gmail.com,Ron Boles,227154203,12,Group A (Gr. 12),Group D,Group F,Group C,Group E,Group E,Group D,Group F,Group D,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,melba@gmail.com,Melba Hartman,321351052,12,Group B,Group D,Group E,Group F,Group A (Gr. 12),Group A (Gr. 12),Group F,Group E,Group D,Group B,Group E,Group F
07/03/2023 14:20:45,jacqueline@gmail.com,Jacqueline Brent,676045802,12,Group E,Group F,Group C,Group A (Gr. 12),Group C,Group C,Group D,Group B,Group A (Gr. 12),Group F,Group E,Group B
07/03/2023 14:20:45,ann@gmail.com,Ann Flowers,622060314,12,Group C,Group D,Group A (Gr. 12),Group F,Group E,Group E,Group F,Group C,Group C,Group B,Group E,Group D
07/03/2023 14:20:45,marie@gmail.com,Marie Hunter,191010449,12,Group D,Group A (Gr. 12),Group C,Group B,Group F,Group F,Group D,Group C,Group E,Group D,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,sondra@gmail.com,Sondra Nwachukwu,800735027,12,Group C,Group D,Group E,Group A (Gr. 12),Group E,Group E,Group F,Group C,Group C,Group F,Group A (Gr. 12),Group B
07/03/2023 14:20:45,shannon@gmail.com,Shannon Martinez,624310437,12,Group F,Group B,Group A (Gr. 12),Group C,Group A (Gr. 12),Group A (Gr. 12),Group F,Group B,Group C,Group E,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,alex@gmail.com,Alex Empie,937809421,12,Group D,Group E,Group C,Group F,Group F,Group F,Group B,Group C,Group B,Group A (Gr. 12),Group D,Group C
07/03/2023 14:20:45,anthony@gmail.com,Anthony Morse,697055188,12,Group E,Group B,Group D,Group A (Gr. 12),Group C,Group C,Group D,Group A (Gr. 12),Group F,Group A (Gr. 12),Group E,Group C
07/03/2023 14:20:45,christopher@gmail.com,Christopher Beverly,813942192,12,Group E,Group B,Group F,Group C,Group F,Group F,Group B,Group A (Gr. 12),Group B,Group F,Group C,Group E
07/03/2023 14:20:45,david@gmail.com,David Kloepper,901245046,12,Group E,Group B,Group A (Gr. 12),Group F,Group C,Group C,Group E,Group B,Group C,Group E,Group A (Gr. 12),Group F
07/03/2023 14:20:45,robert@gmail.com,Robert Franzoni,536400396,12,Group A (Gr. 12),Group F,Group D,Group E,Group F,Group F,Group A (Gr. 12),Group B,Group C,Group B,Group E,Group F
07/03/2023 14:20:45,elizabeth@gmail.com,Elizabeth Mccrary,191925855,12,Group B,Group D,Group A (Gr. 12),Group E,Group B,Group B,Group E,Group D,Group E,Group A (Gr. 12),Group B,Group C
07/03/2023 14:20:45,mary@gmail.com,Mary Grant,409207361,12,Group E,Group D,Group B,Group A (Gr. 12),Group D,Group D,Group C,Group A (Gr. 12),Group B,Group D,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,norma@gmail.com,Norma Roy,207215831,12,Group C,Group B,Group D,Group F,Group F,Group F,Group D,Group C,Group F,Group D,Group E,Group C
07/03/2023 14:20:45,anita@gmail.com,Anita Watson,167977458,12,Group A (Gr. 12),Group B,Group C,Group F,Group A (Gr. 12),Group A (Gr. 12),Group E,Group D,Group D,Group F,Group E,Group A (Gr. 12)
07/03/2023 14:20:45,david@gmail.com,David Maxwell,279461906,12,Group D,Group B,Group F,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12),Group F,Group D,Group F,Group C,Group D,Group B
07/03/2023 14:20:45,william@gmail.com,William Clark,100104662,12,Group B,Group D,Group C,Group E,Group B,Group B,Group A (Gr. 12),Group E,Group E,Group F,Group A (Gr. 12),Group C
07/03/2023 14:20:45,sandra@gmail.com,Sandra Shaver,535862304,12,Group B,Group C,Group A (Gr. 12),Group E,Group D,Group D,Group C,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group C
07/03/2023 14:20:45,sarah@gmail.com,Sarah Talbot,692081894,12,Group C,Group A (Gr. 12),Group F,Group D,Group F,Group F,Group A (Gr. 12),Group D,Group A (Gr. 12),Group B,Group C,Group D
07/03/2023 14:20:45,paul@gmail.com,Paul Mcchristian,846003085,12,Group A (Gr. 12),Group E,Group D,Group F,Group D,Group D,Group A (Gr. 12),Group B,Group F,Group D,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,anna@gmail.com,Anna Rivera,419349086,12,Group A (Gr. 12),Group C,Group D,Group B,Group E,Group E,Group A (Gr. 12),Group D,Group A (Gr. 12),Group D,Group C,Group B
07/03/2023 14:20:45,richard@gmail.com,Richard Portillo,122547129,12,Group C,Group B,Group E,Group F,Group B,Group B,Group C,Group A (Gr. 12),Group A (Gr. 12),Group F,Group E,Group B
07/03/2023 14:20:45,felica@gmail.com,Felica Mccullough,245135213,12,Group B,Group E,Group C,Group A (Gr. 12),Group B,Group B,Group C,Group E,Group B,Group F,Group C,Group D
07/03/2023 14:20:45,mathew@gmail.com,Mathew Chambers,527312412,12,Group A (Gr. 12),Group C,Group D,Group E,Group A (Gr. 12),Group A (Gr. 12),Group F,Group C,Group D,Group F,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,joline@gmail.com,Joline Mckenna,292918385,12,Group E,Group A (Gr. 12),Group F,Group C,Group F,Group F,Group D,Group E,Group B,Group F,Group E,Group C
07/03/2023 14:20:45,erlinda@gmail.com,Erlinda Jones,830345845,12,Group C,Group F,Group B,Group D,Group C,Group C,Group F,Group A (Gr. 12),Group B,Group C,Group A (Gr. 12),Group E
07/03/2023 14:20:45,becki@gmail.com,Becki Gonzalez,903165946,12,Group A (Gr. 12),Group E,Group F,Group B,Group E,Group E,Group F,Group D,Group D,Group C,Group F,Group E
07/03/2023 14:20:45,liliana@gmail.com,Liliana Coop,686734928,12,Group A (Gr. 12),Group E,Group C,Group D,Group E,Group E,Group C,Group F,Group A (Gr. 12),Group E,Group B,Group D
07/03/2023 14:20:45,john@gmail.com,John Franco,471136573,12,Group F,Group E,Group D,Group B,Group D,Group D,Group B,Group A (Gr. 12),Group C,Group A (Gr. 12),Group D,Group E
07/03/2023 14:20:45,anita@gmail.com,Anita Williams,753416054,12,Group B,Group C,Group F,Group A (Gr. 12),Group D,Group D,Group C,Group E,Group C,Group B,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,helen@gmail.com,Helen Garrison,368173023,12,Group B,Group C,Group A (Gr. 12),Group F,Group D,Group D,Group B,Group C,Group A (Gr. 12),Group C,Group E,Group D
07/03/2023 14:20:45,ruben@gmail.com,Ruben Shaefer,535156699,12,Group E,Group F,Group D,Group C,Group B,Group B,Group E,Group F,Group C,Group A (Gr. 12),Group D,Group B
07/03/2023 14:20:45,jefferson@gmail.com,Jefferson Guynn,583939244,12,Group B,Group A (Gr. 12),Group D,Group C,Group D,Group D,Group B,Group F,Group D,Group F,Group A (Gr. 12),Group C
07/03/2023 14:20:45,joseph@gmail.com,Joseph Ashworth,666596583,12,Group D,Group A (Gr. 12),Group F,Group E,Group A (Gr. 12),Group A (Gr. 12),Group B,Group C,Group C,Group A (Gr. 12),Group D,Group E
07/03/2023 14:20:45,james@gmail.com,James Russell,315156712,12,Group E,Group B,Group F,Group A (Gr. 12),Group F,Group F,Group D,Group B,Group A (Gr. 12),Group C,Group E,Group D
07/03/2023 14:20:45,irma@gmail.com,Irma Bey,788609741,12,Group B,Group E,Group D,Group F,Group D,Group D,Group C,Group A (Gr. 12),Group B,Group A (Gr. 12),Group E,Group D
07/03/2023 14:20:45,lisa@gmail.com,Lisa Knowles,940635744,12,Group B,Group D,Group C,Group A (Gr. 12),Group B,Group B,Group F,Group C,Group F,Group C,Group E,Group A (Gr. 12)
07/03/2023 14:20:45,latesha@gmail.com,Latesha Hane,887787905,12,Group A (Gr. 12),Group E,Group F,Group C,Group D,Group D,Group B,Group C,Group C,Group E,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,helen@gmail.com,Helen Sandoval,873686434,12,Group E,Group B,Group C,Group D,Group B,Group B,Group C,Group F,Group F,Group E,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,paul@gmail.com,Paul Alford,320505293,12,Group E,Group F,Group D,Group B,Group F,Group F,Group C,Group A (Gr. 12),Group C,Group F,Group A (Gr. 12),Group B
07/03/2023 14:20:45,linda@gmail.com,Linda Tetterton,966857982,12,Group F,Group B,Group A (Gr. 12),Group C,Group A (Gr. 12),Group A (Gr. 12),Group B,Group D,Group F,Group A (Gr. 12),Group C,Group D
07/03/2023 14:20:45,michael@gmail.com,Michael Bonson,458730793,12,Group D,Group C,Group B,Group E,Group C,Group C,Group F,Group E,Group F,Group B,Group A (Gr. 12),Group E
07/03/2023 14:20:45,clyde@gmail.com,Clyde Rice,208075569,12,Group A (Gr. 12),Group E,Group D,Group C,Group A (Gr. 12),Group A (Gr. 12),Group C,Group E,Group F,Group A (Gr. 12),Group C,Group B
07/03/2023 14:20:45,edna@gmail.com,Edna Matherne,456493319,12,Group F,Group E,Group B,Group D,Group D,Group D,Group B,Group F,Group C,Group B,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,lamont@gmail.com,Lamont Hatch,737095811,12,Group C,Group B,Group A (Gr. 12),Group F,Group D,Group D,Group A (Gr. 12),Group C,Group E,Group C,Group B,Group F
07/03/2023 14:20:45,veronica@gmail.com,Veronica Lupo,560424957,12,Group A (Gr. 12),Group B,Group C,Group E,Group D,Group D,Group B,Group A (Gr. 12),Group C,Group B,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,michael@gmail.com,Michael Paugh,552641970,12,Group C,Group F,Group D,Group A (Gr. 12),Group D,Group D,Group A (Gr. 12),Group E,Group C,Group F,Group B,Group E
07/03/2023 14:20:45,kendra@gmail.com,Kendra Chance,267885940,12,Group E,Group A (Gr. 12),Group B,Group C,Group D,Group D,Group A (Gr. 12),Group E,Group A (Gr. 12),Group F,Group B,Group E
07/03/2023 14:20:45,scott@gmail.com,Scott Page,536536426,12,Group B,Group E,Group C,Group A (Gr. 12),Group F,Group F,Group B,Group E,Group F,Group D,Group A (Gr. 12),Group C
07/03/2023 14:20:45,louis@gmail.com,Louis Strauss,295062886,12,Group A (Gr. 12),Group B,Group E,Group F,Group A (Gr. 12),Group A (Gr. 12),Group C,Group F,Group E,Group B,Group A (Gr. 12),Group D
07/03/2023 14:20:45,christopher@gmail.com,Christopher Douglas,787731168,12,Group C,Group D,Group A (Gr. 12),Group B,Group B,Group B,Group E,Group C,Group B,Group A (Gr. 12),Group E,Group C
07/03/2023 14:20:45,amelia@gmail.com,Amelia Hummel,796473625,12,Group E,Group A (Gr. 12),Group C,Group F,Group D,Group D,Group E,Group F,Group D,Group E,Group B,Group C
07/03/2023 14:20:45,tanya@gmail.com,Tanya Buxton,255453911,12,Group C,Group E,Group D,Group A (Gr. 12),Group E,Group E,Group C,Group A (Gr. 12),Group C,Group E,Group A (Gr. 12),Group B
07/03/2023 14:20:45,marie@gmail.com,Marie Salazar,397558661,12,Group A (Gr. 12),Group B,Group C,Group D,Group A (Gr. 12),Group A (Gr. 12),Group B,Group D,Group B,Group A (Gr. 12),Group D,Group F
07/03/2023 14:20:45,scott@gmail.com,Scott Peterson,574696024,12,Group B,Group A (Gr. 12),Group D,Group E,Group B,Group B,Group F,Group E,Group F,Group A (Gr. 12),Group D,Group C
07/03/2023 14:20:45,jeffrey@gmail.com,Jeffrey Giron,459186427,12,Group F,Group C,Group A (Gr. 12),Group E,Group D,Group D,Group F,Group B,Group B,Group E,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,christina@gmail.com,Christina Tracy,885978944,12,Group D,Group F,Group C,Group A (Gr. 12),Group B,Group B,Group C,Group F,Group D,Group C,Group B,Group E
07/03/2023 14:20:45,evelyn@gmail.com,Evelyn Cox,117349851,12,Group F,Group B,Group C,Group E,Group C,Group C,Group A (Gr. 12),Group F,Group A (Gr. 12),Group E,Group F,Group C
07/03/2023 14:20:45,carol@gmail.com,Carol Rose,197895929,12,Group E,Group B,Group A (Gr. 12),Group F,Group E,Group E,Group B,Group C,Group A (Gr. 12),Group B,Group D,Group E
07/03/2023 14:20:45,marvin@gmail.com,Marvin Jones,778218079,12,Group A (Gr. 12),Group F,Group E,Group D,Group A (Gr. 12),Group A (Gr. 12),Group F,Group B,Group D,Group E,Group F,Group C
07/03/2023 14:20:45,james@gmail.com,James Hampshire,943726636,12,Group F,Group A (Gr. 12),Group E,Group C,Group C,Group C,Group B,Group D,Group C,Group B,Group E,Group D
07/03/2023 14:20:45,victoria@gmail.com,Victoria King,871743095,12,Group E,Group A (Gr. 12),Group F,Group C,Group F,Group F,Group A (Gr. 12),Group B,Group F,Group B,Group A (Gr. 12),Group C
07/03/2023 14:20:45,paul@gmail.com,Paul Galvan,668611553,12,Group A (Gr. 12),Group C,Group B,Group E,Group F,Group F,Group C,Group E,Group C,Group F,Group E,Group A (Gr. 12)
07/03/2023 14:20:45,harry@gmail.com,Harry Blatt,473091788,12,Group A (Gr. 12),Group F,Group D,Group C,Group B,Group B,Group E,Group F,Group D,Group A (Gr. 12),Group C,Group B
07/03/2023 14:20:45,joanne@gmail.com,Joanne Mayer,722993924,12,Group B,Group C,Group E,Group A (Gr. 12),Group F,Group F,Group C,Group E,Group E,Group F,Group A (Gr. 12),Group D
07/03/2023 14:20:45,kurt@gmail.com,Kurt Venturelli,802676103,12,Group F,Group D,Group A (Gr. 12),Group C,Group B,Group B,Group A (Gr. 12),Group E,Group B,Group F,Group D,Group E
07/03/2023 14:20:45,marion@gmail.com,Marion Jones,589512121,12,Group D,Group A (Gr. 12),Group F,Group C,Group A (Gr. 12),Group A (Gr. 12),Group E,Group B,Group F,Group B,Group D,Group E
07/03/2023 14:20:45,william@gmail.com,William Swanson,914114509,12,Group F,Group D,Group B,Group C,Group B,Group B,Group F,Group C,Group B,Group D,Group E,Group C
07/03/2023 14:20:45,roberto@gmail.com,Roberto Conley,933564107,12,Group E,Group B,Group A (Gr. 12),Group D,Group C,Group C,Group A (Gr. 12),Group D,Group A (Gr. 12),Group B,Group F,Group C
07/03/2023 14:20:45,margie@gmail.com,Margie Pagan,401078764,12,Group E,Group B,Group A (Gr. 12),Group F,Group E,Group E,Group B,Group A (Gr. 12),Group F,Group A (Gr. 12),Group D,Group E
07/03/2023 14:20:45,gloria@gmail.com,Gloria Fannin,477923525,12,Group C,Group E,Group A (Gr. 12),Group B,Group E,Group E,Group A (Gr. 12),Group C,Group D,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,jean@gmail.com,Jean Marsh,402741911,12,Group D,Group B,Group A (Gr. 12),Group C,Group C,Group C,Group B,Group D,Group C,Group A (Gr. 12),Group D,Group E
07/03/2023 14:20:45,florence@gmail.com,Florence Zvorsky,963174311,12,Group D,Group C,Group A (Gr. 12),Group F,Group C,Group C,Group E,Group F,Group E,Group C,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,adam@gmail.com,Adam Hyde,802695205,12,Group C,Group B,Group D,Group A (Gr. 12),Group B,Group B,Group E,Group D,Group B,Group D,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,timothy@gmail.com,Timothy Fountain,963485321,12,Group D,Group A (Gr. 12),Group C,Group E,Group B,Group B,Group C,Group F,Group A (Gr. 12),Group C,Group D,Group E
07/03/2023 14:20:45,nannie@gmail.com,Nannie Rowe,943334774,12,Group B,Group C,Group A (Gr. 12),Group D,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group D,Group A (Gr. 12),Group F,Group B
07/03/2023 14:20:45,marvin@gmail.com,Marvin Sinclair,441255842,12,Group C,Group F,Group A (Gr. 12),Group D,Group C,Group C,Group A (Gr. 12),Group E,Group B,Group F,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,barney@gmail.com,Barney Campbell,824304173,12,Group F,Group B,Group D,Group C,Group D,Group D,Group C,Group B,Group B,Group E,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,john@gmail.com,John Spaulding,668238695,12,Group C,Group A (Gr. 12),Group B,Group E,Group B,Group B,Group F,Group E,Group B,Group D,Group A (Gr. 12),Group E
07/03/2023 14:20:45,james@gmail.com,James Rittenhouse,414808873,12,Group C,Group F,Group E,Group B,Group E,Group E,Group C,Group A (Gr. 12),Group E,Group A (Gr. 12),Group D,Group F
07/03/2023 14:20:45,jane@gmail.com,Jane Rahm,769563785,12,Group A (Gr. 12),Group C,Group F,Group D,Group D,Group D,Group C,Group B,Group E,Group A (Gr. 12),Group F,Group D
07/03/2023 14:20:45,michelle@gmail.com,Michelle Vivian,542089494,12,Group B,Group C,Group A (Gr. 12),Group F,Group B,Group B,Group F,Group D,Group B,Group D,Group C,Group F
07/03/2023 14:20:45,chris@gmail.com,Chris Riggins,683349973,12,Group D,Group B,Group E,Group F,Group F,Group F,Group E,Group A (Gr. 12),Group C,Group E,Group B,Group F
07/03/2023 14:20:45,keith@gmail.com,Keith Paredes,599827060,12,Group D,Group C,Group E,Group F,Group D,Group D,Group B,Group C,Group E,Group B,Group F,Group D
07/03/2023 14:20:45,antonio@gmail.com,Antonio Harris,730119266,12,Group C,Group F,Group E,Group A (Gr. 12),Group E,Group E,Group F,Group D,Group C,Group B,Group F,Group E
07/03/2023 14:20:45,mary@gmail.com,Mary Sahara,477122510,12,Group A (Gr. 12),Group C,Group B,Group E,Group B,Group B,Group A (Gr. 12),Group C,Group A (Gr. 12),Group C,Group F,Group D
07/03/2023 14:20:45,dora@gmail.com,Dora Burgess,348950165,12,Group F,Group C,Group A (Gr. 12),Group B,Group F,Group F,Group C,Group D,Group A (Gr. 12),Group C,Group F,Group E
07/03/2023 14:20:45,robert@gmail.com,Robert Ebert,100725869,12,Group D,Group F,Group A (Gr. 12),Group B,Group C,Group C,Group D,Group E,Group E,Group A (Gr. 12),Group D,Group F
07/03/2023 14:20:45,jonathan@gmail.com,Jonathan Blount,823336952,12,Group D,Group E,Group C,Group B,Group D,Group D,Group F,Group A (Gr. 12),Group B,Group F,Group D,Group E
07/03/2023 14:20:45,grace@gmail.com,Grace Walter,206288694,12,Group B,Group D,Group A (Gr. 12),Group C,Group B,Group B,Group D,Group E,Group D,Group F,Group C,Group E
07/03/2023 14:20:45,connie@gmail.com,Connie Baylor,384770424,12,Group B,Group F,Group A (Gr. 12),Group C,Group B,Group B,Group A (Gr. 12),Group C,Group A (Gr. 12),Group B,Group E,Group C
07/03/2023 14:20:45,guy@gmail.com,Guy Fournier,971478332,12,Group C,Group D,Group A (Gr. 12),Group E,Group D,Group D,Group A (Gr. 12),Group E,Group A (Gr. 12),Group D,Group F,Group B
07/03/2023 14:20:45,josephine@gmail.com,Josephine Burgess,776136316,12,Group A (Gr. 12),Group E,Group D,Group B,Group E,Group E,Group B,Group C,Group C,Group B,Group A (Gr. 12),Group E
07/03/2023 14:20:45,justin@gmail.com,Justin Willson,526105957,12,Group D,Group B,Group C,Group A (Gr. 12),Group C,Group C,Group F,Group A (Gr. 12),Group D,Group B,Group A (Gr. 12),Group F
07/03/2023 14:20:45,carissa@gmail.com,Carissa Williams,400843872,12,Group C,Group A (Gr. 12),Group D,Group F,Group A (Gr. 12),Group A (Gr. 12),Group E,Group F,Group C,Group D,Group A (Gr. 12),Group E
07/03/2023 14:20:45,robert@gmail.com,Robert Watts,460214589,12,Group C,Group D,Group E,Group F,Group B,Group B,Group E,Group F,Group D,Group A (Gr. 12),Group F,Group E
07/03/2023 14:20:45,jesse@gmail.com,Jesse Simmons,494078246,12,Group F,Group D,Group E,Group B,Group C,Group C,Group E,Group B,Group C,Group F,Group B,Group D
07/03/2023 14:20:45,michale@gmail.com,Michale Cates,476115591,12,Group A (Gr. 12),Group C,Group B,Group F,Group F,Group F,Group A (Gr. 12),Group E,Group B,Group E,Group F,Group D
07/03/2023 14:20:45,charles@gmail.com,Charles Hoch,776957334,12,Group C,Group F,Group E,Group A (Gr. 12),Group F,Group F,Group D,Group E,Group A (Gr. 12),Group D,Group B,Group E
07/03/2023 14:20:45,albert@gmail.com,Albert Horn,692918811,12,Group E,Group F,Group A (Gr. 12),Group C,Group C,Group C,Group B,Group F,Group E,Group D,Group F,Group C
07/03/2023 14:20:45,dixie@gmail.com,Dixie Ruhl,405490914,12,Group E,Group D,Group A (Gr. 12),Group F,Group D,Group D,Group A (Gr. 12),Group B,Group E,Group B,Group A (Gr. 12),Group F
07/03/2023 14:20:45,jamie@gmail.com,Jamie Rankins,707645771,12,Group B,Group C,Group E,Group F,Group B,Group B,Group A (Gr. 12),Group F,Group D,Group C,Group A (Gr. 12),Group E
07/03/2023 14:20:45,anthony@gmail.com,Anthony Brown,572968957,12,Group E,Group A (Gr. 12),Group C,Group F,Group D,Group D,Group F,Group E,Group A (Gr. 12),Group F,Group D,Group C
07/03/2023 14:20:45,george@gmail.com,George Hill,221882685,12,Group C,Group F,Group E,Group B,Group D,Group D,Group B,Group E,Group C,Group A (Gr. 12),Group F,Group E
07/03/2023 14:20:45,joey@gmail.com,Joey Baum,499125340,12,Group C,Group D,Group E,Group B,Group E,Group E,Group F,Group D,Group F,Group D,Group A (Gr. 12),Group B
07/03/2023 14:20:45,leon@gmail.com,Leon Pirog,435988209,12,Group F,Group B,Group C,Group E,Group D,Group D,Group A (Gr. 12),Group F,Group B,Group A (Gr. 12),Group E,Group F
07/03/2023 14:20:45,gloria@gmail.com,Gloria Smith,700679518,12,Group F,Group B,Group C,Group E,Group E,Group E,Group A (Gr. 12),Group B,Group B,Group C,Group A (Gr. 12),Group D
07/03/2023 14:20:45,gregory@gmail.com,Gregory Campbell,549809238,12,Group A (Gr. 12),Group E,Group C,Group B,Group E,Group E,Group A (Gr. 12),Group C,Group D,Group F,Group B,Group C
07/03/2023 14:20:45,gracie@gmail.com,Gracie King,227689519,12,Group C,Group A (Gr. 12),Group D,Group B,Group E,Group E,Group B,Group D,Group A (Gr. 12),Group B,Group C,Group F
07/03/2023 14:20:45,linda@gmail.com,Linda Haskin,958088208,12,Group E,Group B,Group F,Group A (Gr. 12),Group C,Group C,Group D,Group A (Gr. 12),Group C,Group A (Gr. 12),Group E,Group B
07/03/2023 14:20:45,edith@gmail.com,Edith Anderson,831378064,12,Group C,Group E,Group D,Group B,Group B,Group B,Group E,Group F,Group D,Group C,Group F,Group E
07/03/2023 14:20:45,debbie@gmail.com,Debbie Smith,852852453,12,Group F,Group A (Gr. 12),Group C,Group E,Group F,Group F,Group B,Group D,Group A (Gr. 12),Group F,Group D,Group C
07/03/2023 14:20:45,jared@gmail.com,Jared Sykes,159702334,12,Group D,Group A (Gr. 12),Group C,Group E,Group F,Group F,Group C,Group A (Gr. 12),Group A (Gr. 12),Group B,Group D,Group E
07/03/2023 14:20:45,ryan@gmail.com,Ryan Mcarthur,487179376,12,Group C,Group D,Group B,Group F,Group A (Gr. 12),Group A (Gr. 12),Group C,Group F,Group B,Group E,Group C,Group D
07/03/2023 14:20:45,steven@gmail.com,Steven Hinman,573952550,12,Group B,Group C,Group A (Gr. 12),Group D,Group A (Gr. 12),Group A (Gr. 12),Group C,Group D,Group D,Group A (Gr. 12),Group B,Group C
